SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn_binary,Contract_encoded,InternetService_encoded,PaymentMethod_encoded,recency_risk,service_count,monetary_value,monthly_to_total_ratio,charge_per_month,clv_proxy,is_high_value,contract_stability,digital_engagement
0,1,1,71,1,0,0,0,0,0,0,0,1,19.6,1387.45,0,2,0,2,0.013888888888888888,1,1387.45,0.01411646080161331,0.27222222222222225,1368.1798611111112,0,142,2
0,0,0,66,1,1,1,1,1,1,1,1,1,114.3,7383.7,0,1,2,2,0.014925373134328358,8,7383.7,0.015477947648516528,1.7059701492537314,7273.495522388059,1,66,2
0,0,0,45,1,0,1,1,0,0,1,1,1,100.3,4483.95,0,1,2,0,0.021739130434782608,5,4483.95,0.022363682984202722,2.1804347826086956,4386.472826086956,1,45,1
0,1,0,22,1,0,0,0,0,0,1,0,1,80.0,1706.45,0,0,2,3,0.043478260869565216,2,1706.45,0.04685349497789101,3.4782608695652173,1632.2565217391304,0,0,2
0,1,0,67,1,0,0,0,0,0,0,0,1,20.85,1327.4,0,1,0,2,0.014705882352941176,1,1327.4,0.01569557362240289,0.30661764705882355,1307.879411764706,0,67,2
0,1,0,68,1,1,0,0,1,0,1,0,1,89.95,5974.3,0,2,2,2,0.014492753623188406,4,5974.3,0.015053637474269074,1.3036231884057972,5887.715942028986,1,136,2
0,1,1,0,1,0,0,0,0,0,0,0,0,20.0,0.0,0,2,0,1,1.0,1,0.0,20.0,20.0,0.0,0,0,0
1,0,0,49,1,1,0,0,1,0,0,1,1,90.85,4515.85,1,0,2,3,0.02,4,4515.85,0.020113574725749137,1.817,4425.533,1,0,2
1,0,0,4,1,1,0,0,0,0,0,0,0,48.75,179.85,0,0,1,1,0.2,2,179.85,0.2695604091788775,9.75,143.88,0,0,0
0,1,0,63,1,1,1,1,1,1,0,1,0,80.0,5040.2,0,1,1,3,0.015625,7,5040.2,0.015869237483138936,1.25,4961.446875,1,63,1
0,1,0,2,1,0,0,1,1,0,0,0,0,79.7,165.0,1,0,2,2,0.3333333333333333,3,165.0,0.48012048192771084,26.566666666666666,110.00000000000001,0,0,1
0,0,0,21,1,0,0,0,0,0,0,0,1,20.35,422.7,0,1,0,1,0.045454545454545456,1,422.7,0.04802926599008733,0.925,403.48636363636365,0,21,1
0,1,1,55,1,0,1,1,0,1,0,0,0,57.55,3046.4,1,2,1,2,0.017857142857142856,4,3046.4,0.018884951105860734,1.0276785714285714,2992.0,0,110,1
0,0,1,1,1,0,0,0,0,0,0,0,1,20.25,20.25,0,0,0,1,0.5,1,20.25,0.9529411764705882,10.125,10.125,0,0,1
0,0,0,17,1,0,0,0,0,0,0,0,0,19.4,358.05,0,2,0,1,0.05555555555555555,1,358.05,0.054031471939841244,1.0777777777777777,338.15833333333336,0,34,0
0,0,0,30,1,1,1,0,0,0,1,1,1,100.4,2936.25,0,0,2,2,0.03225806451612903,5,2936.25,0.034181632479359944,3.238709677419355,2841.532258064516,0,0,2
0,1,1,22,1,0,1,1,0,1,0,0,1,57.95,1271.8,0,0,1,1,0.043478260869565216,4,1271.8,0.04552954116907606,2.5195652173913046,1216.504347826087,0,0,1
0,0,0,9,1,0,0,0,0,1,1,0,1,59.5,530.05,0,0,1,2,0.1,3,530.05,0.11204218058563224,5.95,477.04499999999996,0,0,2
0,1,1,1,1,0,0,0,0,0,0,0,0,19.2,19.2,0,0,0,1,0.5,1,19.2,0.9504950495049505,9.6,9.6,0,0,0
0,1,0,21,1,1,0,0,0,0,0,1,1,86.5,1808.7,1,0,2,0,0.045454545454545456,3,1808.7,0.04779797756534232,3.9318181818181817,1726.4863636363636,0,0,1
0,0,0,19,1,1,0,0,1,1,0,0,0,59.55,1144.6,0,0,1,0,0.05,4,1144.6,0.051981494413407825,2.9775,1087.37,0,0,0
0,1,1,69,1,1,0,1,1,0,1,1,1,103.95,7446.9,1,0,2,0,0.014285714285714285,6,7446.9,0.013956954309268386,1.485,7340.515714285714,1,0,1
1,0,0,1,0,0,0,0,0,0,0,0,1,25.1,25.1,1,0,1,0,0.5,0,25.1,0.9616858237547893,12.55,12.55,0,0,1
0,1,0,72,1,1,1,1,1,1,1,0,1,103.95,7556.9,0,2,2,2,0.0136986301369863,7,7556.9,0.013753820505696028,1.4239726027397261,7453.380821917807,1,144,2
0,1,1,70,1,1,1,0,1,0,1,0,0,68.95,4858.7,0,2,1,3,0.014084507042253521,5,4858.7,0.014188118608144536,0.9711267605633803,4790.267605633802,1,140,1
0,0,0,66,1,1,1,1,1,1,0,1,1,103.1,6595.0,0,0,2,2,0.014925373134328358,7,6595.0,0.01563068526379624,1.5388059701492536,6496.567164179104,1,0,2
0,1,1,7,0,0,0,0,0,0,0,0,1,24.7,149.05,0,0,1,0,0.125,0,149.05,0.16461179606797732,3.0875,130.41875000000002,0,0,1
1,1,1,46,1,1,1,1,0,1,1,1,1,110.2,4972.1,0,0,2,0,0.02127659574468085,7,4972.1,0.022159216585228528,2.34468085106383,4866.310638297872,1,0,1
0,0,0,39,0,0,1,1,0,1,1,0,1,48.95,1880.85,1,0,1,3,0.025,4,1880.85,0.026011637484390362,1.2237500000000001,1833.82875,0,0,2
0,1,1,32,1,1,0,1,1,0,0,0,0,62.45,2045.55,0,0,1,2,0.030303030303030304,4,2045.55,0.030514768757176715,1.8924242424242426,1983.5636363636363,0,0,1
0,0,0,24,1,0,0,1,1,0,0,1,1,89.55,2187.15,0,0,2,0,0.04,4,2187.15,0.040924982290976394,3.582,2099.664,0,0,1
0,1,1,6,1,0,0,1,0,0,0,1,1,83.55,477.55,1,0,2,3,0.14285714285714285,3,477.55,0.17458990701076166,11.935714285714285,409.3285714285715,0,0,2
0,0,0,37,1,1,1,1,1,1,1,0,1,78.9,2976.95,0,0,1,3,0.02631578947368421,7,2976.95,0.026494736311892413,2.0763157894736843,2898.6092105263156,0,0,2
0,0,1,8,1,0,0,0,0,0,0,0,0,20.35,178.7,0,0,0,1,0.1111111111111111,1,178.7,0.11324429604897052,2.261111111111111,158.84444444444443,0,0,0
0,1,1,72,1,1,1,0,1,0,1,0,1,71.45,5025.85,0,2,1,2,0.0136986301369863,5,5025.85,0.01421367257825477,0.9787671232876712,4957.002739726027,1,144,2
1,1,0,71,0,0,1,1,1,1,0,0,0,46.35,3353.4,0,2,1,3,0.013888888888888888,4,3353.4,0.013817672310994514,0.64375,3306.8250000000003,0,142,1
0,1,0,16,1,0,0,1,0,0,1,1,1,94.65,1461.15,0,0,2,2,0.058823529411764705,4,1461.15,0.06473344048148275,5.56764705882353,1375.2,0,0,2
0,1,0,57,0,0,1,0,1,1,0,1,1,49.9,2782.4,0,0,1,2,0.017241379310344827,4,2782.4,0.01792771430624416,0.8603448275862069,2734.4275862068966,0,0,2
0,0,0,66,1,1,0,0,0,0,0,0,0,25.45,1699.15,0,1,0,2,0.014925373134328358,2,1699.15,0.014969267417580801,0.3798507462686567,1673.789552238806,0,66,1
1,0,0,17,1,0,0,1,1,0,1,0,1,89.15,1496.9,1,0,2,0,0.05555555555555555,4,1496.9,0.05951665665264704,4.952777777777778,1413.738888888889,0,0,1
0,0,1,21,1,0,0,0,0,0,0,0,0,20.75,452.2,0,0,0,1,0.045454545454545456,1,452.2,0.0457855251544572,0.9431818181818182,431.6454545454545,0,0,0
0,1,0,66,1,1,1,1,1,0,0,0,1,66.1,4428.45,0,2,1,3,0.014925373134328358,5,4428.45,0.01492284595152897,0.9865671641791044,4362.3537313432835,1,132,2
0,1,0,17,1,1,0,1,0,0,1,1,1,75.4,1322.55,0,0,1,2,0.05555555555555555,5,1322.55,0.056968002719957694,4.188888888888889,1249.0749999999998,0,0,2
0,0,1,1,1,0,0,0,0,0,0,0,1,70.45,70.45,1,0,2,1,0.5,1,70.45,0.9860041987403779,35.225,35.225,0,0,1
0,1,0,58,1,0,1,1,1,0,0,0,0,60.3,3563.8,1,1,1,3,0.01694915254237288,4,3563.8,0.016915394973070017,1.0220338983050847,3503.396610169492,0,58,1
0,1,1,8,1,0,0,0,0,0,0,0,0,21.05,139.75,0,0,0,3,0.1111111111111111,1,139.75,0.14955595026642984,2.338888888888889,124.22222222222221,0,0,1
0,0,0,27,1,0,1,0,1,1,1,0,0,69.35,1927.3,0,1,1,3,0.03571428571428571,5,1927.3,0.035964320904423586,2.476785714285714,1858.4678571428572,0,27,1
0,1,0,34,1,1,0,1,0,0,0,1,0,88.85,3000.25,0,0,2,1,0.02857142857142857,4,3000.25,0.029604331528529777,2.5385714285714283,2914.5285714285715,0,0,0
0,0,0,30,1,0,0,1,0,0,1,1,1,97.0,3021.3,0,1,2,2,0.03225806451612903,4,3021.3,0.03209476226714753,3.129032258064516,2923.8387096774195,0,30,2
0,0,0,33,1,0,0,1,1,0,1,0,1,66.4,2245.4,0,0,1,3,0.029411764705882353,4,2245.4,0.02955840455840456,1.9529411764705884,2179.358823529412,0,0,2
0,0,1,1,0,0,0,0,0,0,0,0,0,24.75,24.75,1,0,1,0,0.5,0,24.75,0.9611650485436893,12.375,12.375,0,0,0
0,1,1,14,1,1,1,1,0,0,0,1,0,69.2,944.65,0,0,1,1,0.06666666666666667,5,944.65,0.07317717971765453,4.613333333333333,881.6733333333333,0,0,0
0,0,1,16,1,1,0,0,0,1,0,0,1,79.5,1264.2,0,1,2,3,0.058823529411764705,3,1264.2,0.06283591527031299,4.676470588235294,1189.835294117647,0,16,2
0,0,0,49,1,0,0,0,1,1,1,1,0,100.65,4917.75,0,2,2,3,0.02,5,4917.75,0.02046251588310038,2.013,4819.3949999999995,1,98,1
0,1,1,19,1,1,0,0,1,1,1,1,0,103.3,2012.7,1,0,2,0,0.05,6,2012.7,0.05129860455877241,5.165,1912.065,0,0,0
0,1,1,70,1,1,1,1,1,1,1,0,0,79.7,5743.3,0,2,1,2,0.014084507042253521,7,5743.3,0.013874623539856901,1.1225352112676057,5662.408450704225,1,140,1
0,1,1,32,1,0,1,1,0,1,0,0,0,61.4,1864.65,0,0,1,2,0.030303030303030304,4,1864.65,0.032910781765068474,1.8606060606060606,1808.1454545454546,0,0,1
0,0,0,18,1,0,0,0,0,0,0,0,1,69.8,1221.65,0,0,2,0,0.05263157894736842,1,1221.65,0.05708910972068866,3.6736842105263157,1157.3526315789475,0,0,1
0,0,0,37,0,0,1,1,0,1,0,0,1,40.55,1390.85,0,2,1,1,0.02631578947368421,3,1390.85,0.029133886553867155,1.0671052631578946,1354.2486842105263,0,74,1
0,0,0,4,1,1,0,0,0,0,0,0,1,75.65,302.35,0,0,2,0,0.2,2,302.35,0.24938190209329159,15.13,241.88000000000002,0,0,1
0,1,0,16,1,1,1,1,1,0,0,0,0,90.7,1374.9,0,0,2,0,0.058823529411764705,5,1374.9,0.06592048840758775,5.335294117647059,1294.0235294117647,0,0,0
0,1,0,17,1,1,0,1,0,0,0,0,1,80.5,1336.9,0,0,2,2,0.05555555555555555,3,1336.9,0.06016892144405411,4.472222222222222,1262.6277777777777,0,0,2
0,0,1,19,1,0,1,1,1,0,0,0,1,60.6,1297.8,0,0,1,0,0.05,4,1297.8,0.046658453957499235,3.0300000000000002,1232.9099999999999,0,0,1
0,1,0,60,1,1,0,0,1,0,1,1,0,101.15,6067.4,0,2,2,3,0.01639344262295082,5,6067.4,0.016668314547491927,1.6581967213114754,5967.934426229508,1,120,1
0,1,1,51,1,1,0,0,0,0,0,0,1,24.95,1222.25,0,2,0,1,0.019230769230769232,2,1222.25,0.020396484774167178,0.47980769230769227,1198.7451923076922,0,102,1
0,1,1,28,1,0,0,0,0,0,0,0,1,20.3,487.95,0,2,0,3,0.034482758620689655,1,487.95,0.04151753758052971,0.7000000000000001,471.1241379310345,0,56,2
0,0,0,43,1,0,0,1,0,0,0,1,1,60.0,2548.55,0,2,1,0,0.022727272727272728,3,2548.55,0.02353356474672001,1.3636363636363635,2490.6284090909094,0,86,1
0,1,0,42,1,0,0,0,0,0,0,0,0,20.25,835.5,0,2,0,0,0.023255813953488372,1,835.5,0.0242080095636581,0.47093023255813954,816.0697674418604,0,84,0
0,0,0,3,1,0,0,0,0,0,1,0,1,78.5,242.05,1,0,2,0,0.25,2,242.05,0.3229788109442501,19.625,181.53750000000002,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,44.75,44.75,0,0,1,1,0.5,1,44.75,0.9781420765027322,22.375,22.375,0,0,0
0,0,0,3,1,0,0,0,0,0,0,0,0,19.85,63.75,1,0,0,1,0.25,1,63.75,0.3065637065637066,4.9625,47.8125,0,0,0
0,0,0,63,1,1,1,1,1,0,1,0,0,98.0,6218.45,0,2,2,3,0.015625,6,6218.45,0.01575702031530119,1.53125,6121.28671875,1,126,1
1,0,0,3,1,0,0,0,0,0,1,0,1,79.9,260.9,1,0,2,0,0.25,2,260.9,0.30507827415043914,19.975,195.67499999999998,0,0,1
0,1,0,68,1,1,1,1,0,1,1,1,1,107.7,7320.9,0,0,2,0,0.014492753623188406,7,7320.9,0.01470929676723255,1.5608695652173914,7214.8,1,0,1
1,0,0,30,1,1,0,1,0,0,1,1,1,99.7,2967.35,1,0,2,0,0.03225806451612903,5,2967.35,0.03358768339313087,3.2161290322580647,2871.6290322580644,0,0,1
0,0,0,60,1,1,0,1,1,0,1,1,0,104.7,6333.8,0,2,2,0,0.01639344262295082,6,6333.8,0.016527751468081078,1.7163934426229508,6229.9672131147545,1,120,0
0,0,0,15,1,1,0,1,0,1,0,0,1,58.6,939.7,1,0,1,3,0.0625,4,939.7,0.06229403635590518,3.6625,880.96875,0,0,2
1,0,0,45,1,1,0,0,0,0,1,1,1,93.9,4200.25,0,0,2,2,0.021739130434782608,4,4200.25,0.022350490925319846,2.0413043478260873,4108.940217391304,1,0,2
0,1,0,70,1,0,1,1,1,1,1,1,0,86.45,5950.2,0,2,1,3,0.014084507042253521,7,5950.2,0.014526482054039523,1.217605633802817,5866.394366197183,1,140,1
0,1,0,10,1,1,0,0,1,0,1,1,1,98.5,1037.75,1,0,2,0,0.09090909090909091,5,1037.75,0.09482551143200962,8.954545454545455,943.4090909090909,0,0,1
0,0,0,4,1,0,0,0,0,0,0,0,0,19.4,93.4,0,0,0,1,0.2,1,93.4,0.20550847457627117,3.88,74.72000000000001,0,0,0
0,0,0,1,1,0,0,0,1,0,0,0,1,50.45,50.45,1,0,1,1,0.5,2,50.45,0.9805636540330418,25.225,25.225,0,0,1
0,1,0,68,1,1,0,0,0,0,0,0,1,24.95,1614.9,0,2,0,3,0.014492753623188406,2,1614.9,0.01544031190048889,0.3615942028985507,1591.4956521739132,0,136,2
0,1,1,22,1,0,1,0,0,0,0,0,0,75.0,1573.95,0,0,2,2,0.043478260869565216,2,1573.95,0.047620559382837546,3.260869565217391,1505.517391304348,0,0,1
0,1,1,38,1,1,0,1,1,0,1,0,1,94.65,3624.3,1,0,2,0,0.02564102564102564,5,3624.3,0.026108184150277217,2.426923076923077,3531.369230769231,0,0,1
0,0,0,1,1,1,0,1,0,0,1,1,1,100.25,100.25,1,0,2,3,0.5,5,100.25,0.9901234567901235,50.125,50.125,0,0,2
0,1,0,18,1,0,0,0,1,1,0,0,0,78.2,1468.75,0,0,2,0,0.05263157894736842,3,1468.75,0.05320632760673584,4.11578947368421,1391.4473684210527,0,0,0
0,0,0,29,1,0,0,0,0,1,1,1,1,94.2,2607.6,0,0,2,0,0.03333333333333333,4,2607.6,0.03611132408188301,3.14,2520.68,0,0,1
0,0,0,16,1,1,0,0,1,0,0,1,1,88.45,1422.1,1,0,2,0,0.058823529411764705,4,1422.1,0.06215304616681892,5.202941176470588,1338.4470588235292,0,0,1
0,0,0,1,1,0,0,0,0,0,0,0,1,69.85,69.85,1,0,2,0,0.5,1,69.85,0.9858856739590685,34.925,34.925,0,0,1
0,0,0,12,1,0,1,0,1,0,0,0,0,81.7,858.6,1,0,2,2,0.07692307692307693,3,858.6,0.09504420660772453,6.2846153846153845,792.5538461538462,0,0,1
0,0,0,31,0,0,0,0,1,0,1,1,1,50.05,1523.4,0,1,1,0,0.03125,3,1523.4,0.03283258987142482,1.5640625,1475.79375,0,31,1
0,0,0,4,1,0,0,0,0,0,0,1,1,79.9,324.3,1,0,2,0,0.2,2,324.3,0.24561942822010452,15.98,259.44,0,0,1
0,1,0,48,1,1,0,0,1,1,0,1,1,69.55,3435.6,0,1,1,1,0.02040816326530612,5,3435.6,0.020238025955886634,1.4193877551020408,3365.485714285714,0,48,1
0,0,0,15,1,1,0,0,0,0,0,0,1,25.4,399.6,1,0,0,3,0.0625,2,399.6,0.06340489266100847,1.5875,374.625,0,0,2
0,0,0,50,1,0,1,1,1,1,0,0,1,90.1,4549.45,0,1,2,3,0.0196078431372549,5,4549.45,0.01980023953674911,1.7666666666666666,4460.245098039215,1,50,2
0,0,0,7,1,0,0,0,0,0,0,0,1,44.65,322.5,0,0,1,2,0.125,1,322.5,0.13802163833075734,5.58125,282.1875,0,0,2
1,1,0,41,1,1,1,0,1,0,0,0,1,83.75,3273.55,1,0,2,2,0.023809523809523808,4,3273.55,0.02557603334809363,1.994047619047619,3195.6083333333336,0,0,2
0,1,1,68,1,0,1,0,1,0,0,0,0,80.35,5375.15,0,2,2,3,0.014492753623188406,3,5375.15,0.014945639537587306,1.1644927536231884,5297.249275362319,1,136,1
1,1,0,26,1,1,0,0,1,0,1,1,1,98.1,2510.7,0,0,2,2,0.037037037037037035,5,2510.7,0.03905721224668551,3.6333333333333333,2417.711111111111,0,0,2
0,0,0,57,0,0,0,0,1,1,1,1,0,53.35,3090.05,0,2,1,3,0.017241379310344827,4,3090.05,0.01725950728716779,0.9198275862068965,3036.773275862069,0,114,1
0,0,0,3,1,0,0,0,0,0,0,0,0,19.55,61.05,0,0,0,0,0.25,1,61.05,0.31506849315068497,4.8875,45.787499999999994,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.9,20.9,1,0,0,1,0.5,1,20.9,0.954337899543379,10.45,10.45,0,0,0
0,1,1,19,1,0,1,0,0,0,0,0,1,48.95,955.6,0,1,1,2,0.05,2,955.6,0.05117081329709387,2.4475000000000002,907.8199999999999,0,19,2
0,0,0,3,1,0,0,0,0,0,1,0,1,54.2,140.4,0,0,1,0,0.25,2,140.4,0.38330975954738333,13.55,105.30000000000001,0,0,1
0,0,0,59,1,1,0,0,0,0,0,0,0,24.45,1493.1,0,2,0,0,0.016666666666666666,2,1493.1,0.016364366508265848,0.4075,1468.215,0,118,0
0,1,0,1,1,0,0,0,0,0,0,0,1,69.4,69.4,1,0,2,1,0.5,1,69.4,0.9857954545454546,34.7,34.7,0,0,1
0,1,0,42,0,0,1,0,0,0,1,0,1,40.15,1626.05,0,0,1,2,0.023255813953488372,2,1626.05,0.024676561875787466,0.9337209302325581,1588.2348837209302,0,0,2
0,0,0,7,1,1,0,0,0,0,0,0,1,74.9,541.15,1,0,2,0,0.125,2,541.15,0.13815364751452552,9.3625,473.50624999999997,0,0,1
0,1,0,67,1,1,0,0,0,0,0,0,0,25.6,1784.9,0,2,0,3,0.014705882352941176,2,1784.9,0.014334509211042052,0.3764705882352941,1758.6514705882355,0,134,1
0,0,0,1,1,0,0,0,0,0,0,0,1,70.35,70.35,0,0,2,0,0.5,1,70.35,0.9859845830413455,35.175,35.175,0,0,1
0,1,0,66,1,1,1,1,1,1,1,1,0,91.7,6075.9,0,2,1,2,0.014925373134328358,8,6075.9,0.015089930721255905,1.3686567164179104,5985.214925373134,1,132,1
0,0,0,61,1,1,0,0,1,0,0,1,0,89.2,5500.6,0,0,2,1,0.016129032258064516,4,5500.6,0.016213465173767632,1.4387096774193548,5411.880645161291,1,0,0
0,1,1,4,1,1,0,0,0,0,0,0,0,24.1,73.1,0,1,0,3,0.2,2,73.1,0.32523616734143057,4.82,58.48,0,4,1
1,1,0,42,1,0,1,0,0,0,0,0,1,74.15,3229.4,1,0,2,3,0.023255813953488372,2,3229.4,0.02295381376919267,1.724418604651163,3154.2976744186044,0,0,2
0,1,1,64,1,1,0,1,0,0,0,0,1,53.85,3399.85,0,1,1,2,0.015384615384615385,3,3399.85,0.015834276724936414,0.8284615384615385,3347.5446153846156,0,64,2
1,1,0,54,1,1,1,1,1,1,1,1,1,115.6,6431.05,0,1,2,2,0.01818181818181818,8,6431.05,0.017972497104344648,2.1018181818181816,6314.1218181818185,1,54,2
0,0,0,1,1,0,0,0,0,0,0,0,1,19.75,19.75,0,0,0,3,0.5,1,19.75,0.9518072289156626,9.875,9.875,0,0,2
0,1,1,54,1,1,0,0,0,0,0,0,1,24.05,1230.9,0,2,0,2,0.01818181818181818,2,1230.9,0.01952268852991314,0.4372727272727273,1208.52,0,108,2
0,0,1,18,1,1,0,0,0,0,0,0,0,25.3,454.65,0,2,0,3,0.05263157894736842,2,454.65,0.05552507407000988,1.3315789473684212,430.72105263157897,0,36,1
0,0,0,3,1,0,0,1,0,0,0,1,0,84.3,235.05,0,0,2,0,0.25,3,235.05,0.35712772717644564,21.075,176.28750000000002,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,70.1,70.1,1,0,2,0,0.5,1,70.1,0.9859353023909986,35.05,35.05,0,0,1
0,1,1,72,1,1,1,1,1,1,1,1,0,89.75,6595.9,0,2,1,3,0.0136986301369863,8,6595.9,0.013604875017053465,1.2294520547945205,6505.545205479451,1,144,1
1,1,0,60,1,0,0,1,1,0,1,1,1,97.95,5867.0,0,1,2,0,0.01639344262295082,5,5867.0,0.016692229038854808,1.6057377049180328,5770.819672131148,1,60,1
0,1,1,11,1,0,0,0,0,0,0,0,1,20.0,196.35,0,1,0,1,0.08333333333333333,1,196.35,0.10134279199391943,1.6666666666666667,179.98749999999998,0,11,1
0,0,1,12,1,1,1,0,0,0,0,0,1,78.3,909.25,1,0,2,0,0.07692307692307693,3,909.25,0.08602032408678933,6.023076923076923,839.3076923076924,0,0,1
0,1,1,61,1,0,0,1,1,1,1,1,0,103.9,6449.15,0,1,2,3,0.016129032258064516,6,6449.15,0.016108152523584725,1.6758064516129034,6345.131451612903,1,61,1
0,0,0,39,1,0,0,0,0,0,0,0,0,20.7,762.45,0,2,0,3,0.025,1,762.45,0.027113759905691266,0.5175,743.3887500000001,0,78,1
0,0,0,55,1,1,0,0,0,0,1,1,1,96.8,5283.95,1,0,2,0,0.017857142857142856,4,5283.95,0.01831616193152253,1.7285714285714284,5189.59375,1,0,1
0,0,0,17,1,1,1,1,0,0,1,0,1,94.4,1617.5,1,0,2,0,0.05555555555555555,5,1617.5,0.05832561013283905,5.2444444444444445,1527.638888888889,0,0,1
0,0,0,37,1,0,0,0,0,0,0,0,0,20.15,785.75,0,1,0,3,0.02631578947368421,1,785.75,0.025611693676517316,0.5302631578947368,765.0723684210526,0,37,1
0,1,0,72,1,1,0,0,0,0,0,0,1,26.0,1776.0,0,2,0,1,0.0136986301369863,2,1776.0,0.014631401238041642,0.3561643835616438,1751.6712328767123,0,144,1
1,1,0,72,1,1,0,1,1,1,1,0,0,77.35,5396.25,0,2,1,3,0.0136986301369863,6,5396.25,0.014331372458196302,1.0595890410958904,5322.328767123287,1,144,1
0,0,0,8,1,0,1,0,0,1,0,1,0,66.05,574.5,0,0,1,2,0.1111111111111111,4,574.5,0.11476976542137271,7.338888888888889,510.66666666666663,0,0,1
0,1,1,22,1,0,0,0,0,0,0,0,0,19.9,400.3,0,0,0,1,0.043478260869565216,1,400.3,0.04958883628208322,0.8652173913043477,382.89565217391305,0,0,0
0,0,0,1,1,0,0,1,0,0,1,0,0,84.3,84.3,1,0,2,0,0.5,3,84.3,0.9882766705744431,42.15,42.15,0,0,0
0,0,0,38,1,1,0,1,0,1,0,1,0,68.15,2656.3,0,0,1,3,0.02564102564102564,5,2656.3,0.025646332743762466,1.7474358974358977,2588.1897435897436,0,0,1
0,0,1,17,1,0,0,1,1,1,1,1,0,80.85,1445.95,0,1,1,0,0.05555555555555555,6,1445.95,0.05587615328795051,4.491666666666666,1365.6194444444445,0,17,0
1,0,0,70,1,1,0,1,1,1,1,0,1,75.5,5212.65,0,2,1,2,0.014084507042253521,6,5212.65,0.01448121757310138,1.0633802816901408,5139.232394366197,1,140,2
1,1,1,72,1,1,1,1,1,1,1,1,0,92.45,6440.25,1,2,1,3,0.0136986301369863,8,6440.25,0.014352804191732972,1.2664383561643835,6352.027397260274,1,144,1
0,0,0,28,1,0,0,0,0,0,0,1,1,80.6,2244.95,0,0,2,0,0.034482758620689655,2,2244.95,0.03588681849551415,2.779310344827586,2167.537931034483,0,0,1
0,0,0,15,1,0,0,1,0,0,1,0,1,83.2,1130.0,0,0,2,2,0.0625,3,1130.0,0.0735632183908046,5.2,1059.375,0,0,2
0,1,1,72,1,1,1,1,1,1,1,1,1,87.55,6463.15,0,2,1,2,0.0136986301369863,8,6463.15,0.013543930756557321,1.1993150684931506,6374.613698630136,1,144,2
1,1,0,11,1,1,0,0,1,0,1,1,1,99.55,1131.2,1,0,2,0,0.08333333333333333,5,1131.2,0.08792616145557322,8.295833333333333,1036.9333333333334,0,0,1
1,0,0,8,1,1,0,0,1,0,0,0,1,81.25,585.95,1,0,2,0,0.1111111111111111,3,585.95,0.13842746400885936,9.027777777777779,520.8444444444444,0,0,1
0,1,0,57,1,1,0,1,1,1,1,1,1,109.4,6252.7,0,1,2,2,0.017241379310344827,7,6252.7,0.01749364376289237,1.8862068965517242,6144.894827586207,1,57,2
0,1,1,1,1,0,0,0,0,0,0,0,0,19.95,19.95,1,0,0,2,0.5,1,19.95,0.9522673031026253,9.975,9.975,0,0,1
0,1,0,46,0,0,1,1,0,0,1,0,0,45.55,2062.15,0,0,1,0,0.02127659574468085,3,2062.15,0.022077890604173228,0.9691489361702127,2018.2744680851065,0,0,0
0,1,0,30,1,0,0,0,0,0,0,0,0,20.7,587.1,0,1,0,3,0.03225806451612903,1,587.1,0.035198095561979253,0.667741935483871,568.1612903225807,0,30,1
1,1,0,10,1,0,1,0,0,0,0,0,0,75.3,720.45,0,0,2,0,0.09090909090909091,2,720.45,0.10437313743156143,6.845454545454545,654.9545454545455,0,0,0
0,1,0,23,1,1,1,1,1,0,1,0,1,99.25,2186.4,1,0,2,0,0.041666666666666664,6,2186.4,0.04537350278869891,4.135416666666667,2095.3,0,0,1
0,0,0,32,1,0,1,1,1,0,0,1,1,93.4,2979.3,0,0,2,3,0.030303030303030304,5,2979.3,0.03133912693353018,2.8303030303030305,2889.0181818181823,0,0,2
0,0,0,13,1,0,1,0,0,0,0,0,1,73.75,956.65,0,0,2,3,0.07142857142857142,2,956.65,0.07701143424006683,5.267857142857143,888.3178571428572,0,0,2
0,0,0,39,1,0,0,0,1,1,0,0,1,80.45,3201.55,1,2,2,0,0.025,3,3201.55,0.025120607016283898,2.01125,3121.51125,0,78,1
0,0,0,44,1,0,0,1,1,0,1,0,1,88.15,3973.2,0,0,2,3,0.022222222222222223,4,3973.2,0.022180564641940518,1.9588888888888891,3884.9066666666663,1,0,2
1,0,0,9,1,0,0,0,0,1,0,0,0,49.2,447.9,0,0,1,1,0.1,2,447.9,0.10960124749387393,4.92,403.11,0,0,0
0,1,0,67,1,0,0,0,0,0,0,0,0,19.65,1335.2,0,2,0,1,0.014705882352941176,1,1335.2,0.014705882352941175,0.2889705882352941,1315.564705882353,0,134,0
0,1,1,9,1,1,0,0,1,0,0,0,1,79.35,661.25,1,0,2,2,0.1,3,661.25,0.11981879954699885,7.935,595.125,0,0,2
0,0,0,15,1,1,0,1,0,0,0,0,1,79.75,1111.85,1,0,2,0,0.0625,3,1111.85,0.07166284764343803,4.984375,1042.359375,0,0,1
0,1,0,71,1,1,0,1,1,0,1,1,1,105.15,7555.0,0,2,2,2,0.013888888888888888,6,7555.0,0.013916093170989942,1.4604166666666667,7450.069444444445,1,142,2
